id,leadId,activityDate,activityTypeId,campaignId,primaryAttributeValueId,primaryAttributeValue,Choice Number,Device,Is Mobile Device,Link,Platform,Step ID,User Agent
46023940,2095417,2017-01-20T22:56:51Z,11,9442,12485,161121_運用レスDL御礼＆SFSDLプッシュ.Thanks_運用レスDL者（ITproactive）,24470,0,FALSE,1,http://www.unirita.co.jp/itsyourturn/download/form_wpsfs.html,iOS,33478
46028988,1980398,2017-01-21T05:57:00Z,11,8115,11103,レポート作成工数削減_WAMQ★.1-2.無関心,25691,0,FALSE,,http://www.unirita.co.jp/knowledge/magazine/201601_1.html,Win7,27404
46029239,1022019,2017-01-21T06:06:58Z,11,9613,12724,細かいオペレーションの自動化_GO.1-3.無関心,25830,0,FALSE,,http://www.unirita.co.jp/case/ushio.html,unknown,34144
46032566,2100411,2017-01-21T09:07:31Z,11,9441,12731,161121_運用レスDL御礼＆SFSDLプッシュ.Thanks_運用レスDL者（特設）,24469,0,FALSE,1,http://www.unirita.co.jp/itsyourturn/download/form_wpsfs.html,Android,33475
46070924,1020517,2017-01-22T07:43:55Z,11,7951,10900,"【セミナ】17/02/17 LMIS on cloudハンズオンセミナー.2.入力完了メール",14172,0,FALSE,,http://www.unirita.co.jp/,Win7,26760
46074704,2035728,2017-01-22T12:08:41Z,11,8113,11103,レポート作成工数削減_WAMQ★.1-2.無関心,25709,0,FALSE,1,http://www.unirita.co.jp/knowledge/magazine/201601_1.html,iOS,27400
46077699,1021390,2017-01-22T15:00:10Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.unirita.co.jp/products/it_personnel/human_training/,WinXP,34060
46098075,1021390,2017-01-22T18:32:59Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.unirita.co.jp/products/it_personnel/human_training/,Win7,34060
46099329,2093064,2017-01-22T22:41:39Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46100575,1001569,2017-01-22T23:44:48Z,11,9620,13111,1701_ユーザ会シンポジウム集客.4.メール（内堀さん）,25739,0,FALSE,,http://www.uniritauser.jp/34symposium/index.html,WinXP,34189
46100576,1001569,2017-01-22T23:44:58Z,11,9620,13111,1701_ユーザ会シンポジウム集客.4.メール（内堀さん）,25739,0,FALSE,,http://www.uniritauser.jp/34symposium/index.html,WinXP,34189
46100716,1012357,2017-01-22T23:50:20Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,unknown,21419
46101153,1017929,2017-01-23T00:04:36Z,11,9613,12724,細かいオペレーションの自動化_GO.1-3.無関心,25830,0,FALSE,,http://www.unirita.co.jp/case/ushio.html,Win8.1,34144
46103927,1018655,2017-01-23T00:39:37Z,11,9620,13111,1701_ユーザ会シンポジウム集客.4.メール（内堀さん）,25739,0,FALSE,,http://www.uniritauser.jp/34symposium/index.html,WinXP,34189
46107635,1007459,2017-01-23T01:30:12Z,11,8666,11658,IT部門からのビジネス貢献(マネジメント強化)_IT.3-3.情報収集,26108,0,FALSE,,http://www.unirita.co.jp/products/mr-cio.html,Win7,30537
46107636,27369,2017-01-23T01:30:15Z,11,8528,11625,IT部門からのビジネス貢献(マネジメント強化)_IT.3-2.情報収集,26107,0,FALSE,,http://www.unirita.co.jp/products/itsm-bpr.html,Win7,28832
46107941,1012543,2017-01-23T01:33:08Z,11,8666,11658,IT部門からのビジネス貢献(マネジメント強化)_IT.3-3.情報収集,26108,0,FALSE,,http://www.unirita.co.jp/products/it_service/itsm/,Win7,30537
46107942,1012543,2017-01-23T01:34:16Z,11,8666,11658,IT部門からのビジネス貢献(マネジメント強化)_IT.3-3.情報収集,26108,0,FALSE,,http://www.unirita.co.jp/blog/systems-operation/it-service/20160819.html,Win7,30537
46109084,1012357,2017-01-23T01:45:39Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46109291,1012543,2017-01-23T01:45:34Z,11,8666,11658,IT部門からのビジネス貢献(マネジメント強化)_IT.3-3.情報収集,26108,0,FALSE,,http://www.unirita.co.jp/products/it_service/itsm/,Win7,30537
46116880,2096387,2017-01-23T02:00:28Z,11,8050,11029,LMIS体験版スタートアップガイドメール.1.メール,26121,0,FALSE,,http://www.unirita.co.jp/wp-content/uploads/2016/06/itsm_eBook1.pdf,Win7,27215
46118941,1014997,2017-01-23T02:15:15Z,11,9265,12688,【超無関心】IoT・ビッグデータ活用_エンゲージメント★.3-1.情報収集,26126,0,FALSE,,http://www.unirita.co.jp/knowledge/magazine/201611_2-3.html,Win7,32708
46119116,1014997,2017-01-23T02:15:15Z,11,9265,12688,【超無関心】IoT・ビッグデータ活用_エンゲージメント★.3-1.情報収集,26126,0,FALSE,,http://www.unirita.co.jp/products/?show=select01,Win7,32708
46119177,1006542,2017-01-23T02:15:44Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.unirita.co.jp/,Win7,34060
46119178,1006542,2017-01-23T02:16:28Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.bspsol.com/seminar/leader.html,Win7,34060
46119179,1006542,2017-01-23T02:16:52Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.bspsol.com/seminar/chuken.html,Win7,34060
46121167,22399,2017-01-23T02:30:42Z,11,9238,12584,IoT・ビッグデータ活用_WAAP★.2-2.認知,26145,0,FALSE,,http://www.unirita.co.jp/products/bigdata-solutions/concept.html,Win7,32635
46121616,22443,2017-01-23T02:33:26Z,11,8140,11137,"グローバル展開,M&AとBPMの関係性_BP.2-1.認知興味関心",26138,0,FALSE,,http://www.unirita.co.jp/products/total_optimization/bpm-itpm/,Win8.1,27472
46121845,1086639,2017-01-23T02:34:31Z,11,9239,12584,IoT・ビッグデータ活用_WAAP★.2-2.認知,26131,0,FALSE,,http://www.unirita.co.jp/products/bigdata-solutions/concept.html,Win7,32637
46121949,43061,2017-01-23T02:35:59Z,11,9238,12584,IoT・ビッグデータ活用_WAAP★.2-2.認知,26145,0,FALSE,,http://www.unirita.co.jp/products/bigdata-solutions/concept.html,Win7,32635
46122163,43061,2017-01-23T02:37:10Z,11,9238,12584,IoT・ビッグデータ活用_WAAP★.2-2.認知,26145,0,FALSE,,http://www.unirita.co.jp/products/mr-cio.html,Win7,32635
46123334,1006769,2017-01-23T02:43:12Z,11,9238,12584,IoT・ビッグデータ活用_WAAP★.2-2.認知,26145,0,FALSE,,http://www.unirita.co.jp/products/bigdata-solutions/concept.html,Win7,32635
46145869,6891,2017-01-23T02:45:55Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win7,28077
46146190,1671596,2017-01-23T02:45:55Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win7,28077
46146192,51341,2017-01-23T02:46:01Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win7,28077
46146345,1814126,2017-01-23T02:45:57Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/products/mr-cio.html,Win7,28077
46149781,21729,2017-01-23T02:46:51Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win7,28077
46149783,21526,2017-01-23T02:46:59Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win7,28077
46149787,26907,2017-01-23T02:48:03Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win8.1,28077
46149928,1010562,2017-01-23T02:48:06Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,unknown,28077
46150052,10540,2017-01-23T02:48:04Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win7,28077
46150421,2043115,2017-01-23T02:51:16Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win7,28077
46151208,16198,2017-01-23T02:54:41Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/,Win8.1,28077
46151598,1743983,2017-01-23T02:55:26Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,unknown,28077
46151601,1753095,2017-01-23T02:56:27Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://pages.unirita.co.jp/UnsubscribePage.html,Win7,28077
46151602,1002405,2017-01-23T02:56:35Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,1,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Android,28077
46151694,20528,2017-01-23T02:55:25Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win8.1,28077
46152070,34164,2017-01-23T03:00:39Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win7,28077
46152074,1671594,2017-01-23T03:00:51Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,unknown,28077
46152449,28554,2017-01-23T03:05:13Z,11,9253,12686,【超無関心】IoT・ビッグデータ活用_エンゲージメント★.2-1.認知興味関心,26141,0,FALSE,,http://www.unirita.co.jp/knowledge/magazine/201601_2.html,Win7,32685
46153119,1007000,2017-01-23T03:15:58Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,1,http://pages.unirita.co.jp/UnsubscribePage.html,iOS,28077
46153120,1289133,2017-01-23T03:16:00Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.bspsol.com/seminar/chuken.html,Win7,34060
46153685,12914,2017-01-23T03:25:06Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://pages.unirita.co.jp/UnsubscribePage.html,unknown,28077
46153995,1671932,2017-01-23T03:29:11Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Win7,28077
46154055,14841,2017-01-23T03:29:58Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,MacOSX,28077
46154919,46265,2017-01-23T03:43:23Z,11,9161,12547,IoT・ビッグデータ活用_WAAP★.2-1.認知興味関心,26147,0,FALSE,,http://www.unirita.co.jp/knowledge/magazine/201601_2.html,unknown,32420
46154975,46265,2017-01-23T03:45:18Z,11,9161,12547,IoT・ビッグデータ活用_WAAP★.2-1.認知興味関心,26147,0,FALSE,,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20150217-2.html,unknown,32420
46155130,1025541,2017-01-23T03:47:19Z,11,9611,13072,1701_ユーザ会シンポジウム集客.2.メール（滝沢さん）,25583,0,FALSE,,http://www.uniritauser.jp/34symposium/index.html,Win7,34142
